F2	FILES
HAVE_ALARM && SIGALRM	curl/tests/server/tftpd.c/tftpd.c
"****************************************************************************
*                          FUNCTION IMPLEMENTATIONS                          *
****************************************************************************"	curl/tests/server/tftpd.c/tftpd.c
* Like signal(), but with well-defined semantics.	curl/tests/server/tftpd.c/tftpd.c
HAVE_ALARM && SIGALRM	curl/tests/server/tftpd.c/tftpd.c
"signal handler that will be triggered to indicate that the program
  should finish its execution in a controlled manner as soon as possible.
  The first time this is called it will set got_exit_signal to one and
  store in exit_signal the signal that triggered its execution."	curl/tests/server/tftpd.c/tftpd.c
ignore SIGHUP signal	curl/tests/server/tftpd.c/tftpd.c
ignore SIGPIPE signal	curl/tests/server/tftpd.c/tftpd.c
handle SIGINT signal with our exit_signal_handler	curl/tests/server/tftpd.c/tftpd.c
handle SIGTERM signal with our exit_signal_handler	curl/tests/server/tftpd.c/tftpd.c
handle SIGBREAK signal with our exit_signal_handler	curl/tests/server/tftpd.c/tftpd.c
"* init for either read-ahead or write-behind.
 * zero for write-behind, one for read-head."	curl/tests/server/tftpd.c/tftpd.c
init crlf flag	curl/tests/server/tftpd.c/tftpd.c
pass out the first buffer	curl/tests/server/tftpd.c/tftpd.c
ahead or behind?	curl/tests/server/tftpd.c/tftpd.c
write-behind	curl/tests/server/tftpd.c/tftpd.c
read-ahead	curl/tests/server/tftpd.c/tftpd.c
"Have emptied current buffer by sending to net and getting ack.
   Free it and return next buffer filled with data."	curl/tests/server/tftpd.c/tftpd.c
if true, convert to ascii	curl/tests/server/tftpd.c/tftpd.c
free old one	curl/tests/server/tftpd.c/tftpd.c
"""incr"" current"	curl/tests/server/tftpd.c/tftpd.c
look at new buffer	curl/tests/server/tftpd.c/tftpd.c
if it's empty	curl/tests/server/tftpd.c/tftpd.c
fill it	curl/tests/server/tftpd.c/tftpd.c
set caller's ptr	curl/tests/server/tftpd.c/tftpd.c
"* fill the input buffer, doing ascii conversions if requested
 * conversions are  lf -> cr, lf  and cr -> cr, nul"	curl/tests/server/tftpd.c/tftpd.c
if true, convert to ascii	curl/tests/server/tftpd.c/tftpd.c
"look at ""next"" buffer"	curl/tests/server/tftpd.c/tftpd.c
nop if not free	curl/tests/server/tftpd.c/tftpd.c
"""incr"" next buffer ptr"	curl/tests/server/tftpd.c/tftpd.c
"The former file reading code did this:
       b->counter = read(fileno(file), dp->th_data, SEGSIZE);"	curl/tests/server/tftpd.c/tftpd.c
decrease amount, advance pointer	curl/tests/server/tftpd.c/tftpd.c
lf to cr,lf	curl/tests/server/tftpd.c/tftpd.c
cr to cr,nul	curl/tests/server/tftpd.c/tftpd.c
"Update count associated with the buffer, get new buffer from the queue.
   Calls write_behind only if next buffer not available."	curl/tests/server/tftpd.c/tftpd.c
set size of data to write	curl/tests/server/tftpd.c/tftpd.c
switch to other buffer	curl/tests/server/tftpd.c/tftpd.c
if not free	curl/tests/server/tftpd.c/tftpd.c
flush it	curl/tests/server/tftpd.c/tftpd.c
mark as alloc'd	curl/tests/server/tftpd.c/tftpd.c
this is a lie of course	curl/tests/server/tftpd.c/tftpd.c
"* Output a buffer to a file, converting from netascii if requested.
 * CR, NUL -> CR  and CR, LF => LF.
 * Note spec is undefined if we get CR as last byte of file or a
 * CR followed by anything else.  In this case we leave it alone."	curl/tests/server/tftpd.c/tftpd.c
current character	curl/tests/server/tftpd.c/tftpd.c
anything to flush?	curl/tests/server/tftpd.c/tftpd.c
just nop if nothing to do	curl/tests/server/tftpd.c/tftpd.c
failure!	curl/tests/server/tftpd.c/tftpd.c
remember byte count	curl/tests/server/tftpd.c/tftpd.c
reset flag	curl/tests/server/tftpd.c/tftpd.c
incr for next time	curl/tests/server/tftpd.c/tftpd.c
nak logic?	curl/tests/server/tftpd.c/tftpd.c
loop over the buffer	curl/tests/server/tftpd.c/tftpd.c
pick up a character	curl/tests/server/tftpd.c/tftpd.c
if prev char was cr	curl/tests/server/tftpd.c/tftpd.c
if have cr,lf then just	curl/tests/server/tftpd.c/tftpd.c
smash lf on top of the cr	curl/tests/server/tftpd.c/tftpd.c
if have cr,nul then	curl/tests/server/tftpd.c/tftpd.c
just skip over the putc	curl/tests/server/tftpd.c/tftpd.c
else just fall through and allow it	curl/tests/server/tftpd.c/tftpd.c
"formerly
       putc(c, file);"	curl/tests/server/tftpd.c/tftpd.c
"When an error has occurred, it is possible that the two sides are out of
 * synch.  Ie: that what I think is the other side's response to packet N is
 * really their response to packet N-1.
 *
 * So, to try to prevent that, we flush all the input queued up for us on the
 * network connection on our host.
 *
 * We return the number of packets we flushed (mostly for reporting when trace
 * is active)."	curl/tests/server/tftpd.c/tftpd.c
socket to flush	curl/tests/server/tftpd.c/tftpd.c
ENABLE_IPV6	curl/tests/server/tftpd.c/tftpd.c
"* To properly set the return status of the process we
     * must raise the same signal SIGINT or SIGTERM that we
     * caught and let the old handler take care of it."	curl/tests/server/tftpd.c/tftpd.c
* Handle initial connection protocol.	curl/tests/server/tftpd.c/tftpd.c
mode is implicit	curl/tests/server/tftpd.c/tftpd.c
Open request dump file.	curl/tests/server/tftpd.c/tftpd.c
store input protocol	curl/tests/server/tftpd.c/tftpd.c
no more options	curl/tests/server/tftpd.c/tftpd.c
"before increasing pointer, make sure it is still within the legal
       space"	curl/tests/server/tftpd.c/tftpd.c
store the mode since we need it later	curl/tests/server/tftpd.c/tftpd.c
name/value pair:	curl/tests/server/tftpd.c/tftpd.c
store the name pointer	curl/tests/server/tftpd.c/tftpd.c
No more options	curl/tests/server/tftpd.c/tftpd.c
store input protocol	curl/tests/server/tftpd.c/tftpd.c
store input protocol	curl/tests/server/tftpd.c/tftpd.c
Based on the testno, parse the correct server commands.	curl/tests/server/tftpd.c/tftpd.c
done	curl/tests/server/tftpd.c/tftpd.c
"get the custom server control ""commands"""	curl/tests/server/tftpd.c/tftpd.c
done	curl/tests/server/tftpd.c/tftpd.c
try to deal with CRLF or just LF	curl/tests/server/tftpd.c/tftpd.c
get to the letter following the newline	curl/tests/server/tftpd.c/tftpd.c
if we reached a zero, get out	curl/tests/server/tftpd.c/tftpd.c
OK!	curl/tests/server/tftpd.c/tftpd.c
* Validate file access.	curl/tests/server/tftpd.c/tftpd.c
set read pointer	curl/tests/server/tftpd.c/tftpd.c
set total count	curl/tests/server/tftpd.c/tftpd.c
set data left to read	curl/tests/server/tftpd.c/tftpd.c
fine	curl/tests/server/tftpd.c/tftpd.c
find the last slash	curl/tests/server/tftpd.c/tftpd.c
skip the slash	curl/tests/server/tftpd.c/tftpd.c
skip all non-numericals following the slash	curl/tests/server/tftpd.c/tftpd.c
get the number	curl/tests/server/tftpd.c/tftpd.c
set read pointer	curl/tests/server/tftpd.c/tftpd.c
set total count	curl/tests/server/tftpd.c/tftpd.c
set data left to read	curl/tests/server/tftpd.c/tftpd.c
failure	curl/tests/server/tftpd.c/tftpd.c
* Send the requested file.	curl/tests/server/tftpd.c/tftpd.c
These are volatile to live through a siglongjmp	curl/tests/server/tftpd.c/tftpd.c
block count	curl/tests/server/tftpd.c/tftpd.c
data buffer	curl/tests/server/tftpd.c/tftpd.c
ack buffer	curl/tests/server/tftpd.c/tftpd.c
read the ack	curl/tests/server/tftpd.c/tftpd.c
Re-synchronize with the other side	curl/tests/server/tftpd.c/tftpd.c
* Receive a file.	curl/tests/server/tftpd.c/tftpd.c
These are volatile to live through a siglongjmp	curl/tests/server/tftpd.c/tftpd.c
block count	curl/tests/server/tftpd.c/tftpd.c
data buffer	curl/tests/server/tftpd.c/tftpd.c
ack buffer	curl/tests/server/tftpd.c/tftpd.c
really?	curl/tests/server/tftpd.c/tftpd.c
normal	curl/tests/server/tftpd.c/tftpd.c
Re-synchronize with the other side	curl/tests/server/tftpd.c/tftpd.c
rexmit	curl/tests/server/tftpd.c/tftpd.c
ahem	curl/tests/server/tftpd.c/tftpd.c
"send the ""final""
                                                          ack"	curl/tests/server/tftpd.c/tftpd.c
just abort read on timeout	curl/tests/server/tftpd.c/tftpd.c
normally times out and quits	curl/tests/server/tftpd.c/tftpd.c
if read some data	curl/tests/server/tftpd.c/tftpd.c
and got a data block	curl/tests/server/tftpd.c/tftpd.c
then my last ack was lost	curl/tests/server/tftpd.c/tftpd.c
resend final ack	curl/tests/server/tftpd.c/tftpd.c
"* Send a nak packet (error message).  Error code passed in is one of the
 * standard TFTP codes, or a Unix errno offset by 100."	curl/tests/server/tftpd.c/tftpd.c
set 'undef' errorcode	curl/tests/server/tftpd.c/tftpd.c
"we use memcpy() instead of strcpy() in order to avoid buffer overflow
   * report from glibc with FORTIFY_SOURCE"	curl/tests/server/tftpd.c/tftpd.c
"**************************************************************************
 *                                  _   _ ____  _
 *  Project                     ___| | | |  _ \| |
 *                             / __| | | | |_) | |
 *                            | (__| |_| |  _ <| |___
 *                             \___|\___/|_| \_\_____|
 *
 * Copyright (C) 1998 - 2016, Daniel Stenberg, <daniel@haxx.se>, et al.
 *
 * This software is licensed as described in the file COPYING, which
 * you should have received as part of this distribution. The terms
 * are also available at https://curl.haxx.se/docs/copyright.html.
 *
 * You may opt to use, copy, modify, merge, publish, distribute and/or sell
 * copies of the Software, and permit persons to whom the Software is
 * furnished to do so, under the terms of the COPYING file.
 *
 * This software is distributed on an ""AS IS"" basis, WITHOUT WARRANTY OF ANY
 * KIND, either express or implied.
 *
 **************************************************************************"	curl/tests/libtest/lib539.c/lib539.c
